NEED_2_TEST,ID,SENSOR_TYPE,D_STATE,D_TRIGGER,D_SLEEP_TIME_1,R_GW_SIREN_1,R_SYSTEM_STATE_1,R_EVENT,D_SLEEP_TIME_2,IS_KEYFOB,D_STATE_2,R_GW_SIREN_2,R_SYSTEM_STATE_2,R_EVENT_2,R_CLIP_FILE
,59,PIR,DISARM,ON_OFF,60,NO_SOUND,DISARM,NO_CHK,250,N,DISARM,NO_SOUND,DISARM,20007,N
,60,PIR,DISARM,ON_OFF,60,NO_SOUND,DISARM,NO_CHK,250,Y,AWAY_ARM,NO_SOUND,EXIT_DELAY,20014,N
,61,PIR,DISARM,ON_OFF,60,NO_SOUND,DISARM,NO_CHK,250,Y,STAY_ARM,NO_SOUND,STAY_ARM,20003,N
,62,PIR,DISARM,ON_OFF,60,NO_SOUND,DISARM,NO_CHK,250,Y,DISARM,NO_SOUND,DISARM,20007,N
,63,PIR,DISARM,ON_OFF,60,NO_SOUND,DISARM,NO_CHK,250,NOTHING,NOTHING,NO_SOUND,DISARM,NO_CHK,N
N,64,PIR,DISARM,TAMPER,10,NO_SOUND,DISARM,NO_CHK,10,N,AWAY_ARM,NO_SOUND,EXIT_DELAY,20014,N
N,65,PIR,DISARM,TAMPER,10,NO_SOUND,DISARM,NO_CHK,10,N,STAY_ARM,NO_SOUND,STAY_ARM,20003,N
N,66,PIR,DISARM,TAMPER,10,NO_SOUND,DISARM,NO_CHK,10,N,DISARM,NO_SOUND,DISARM,20007,N
N,67,PIR,DISARM,TAMPER,10,NO_SOUND,DISARM,NO_CHK,10,Y,AWAY_ARM,NO_SOUND,EXIT_DELAY,20014,N
N,68,PIR,DISARM,TAMPER,10,NO_SOUND,DISARM,NO_CHK,10,Y,STAY_ARM,NO_SOUND,STAY_ARM,20003,N
N,69,PIR,DISARM,TAMPER,10,NO_SOUND,DISARM,NO_CHK,10,Y,DISARM,NO_SOUND,DISARM,20007,N
N,70,PIR,DISARM,TAMPER,10,NO_SOUND,DISARM,NO_CHK,10,NOTHING,NOTHING,NO_SOUND,DISARM,NO_CHK,N
N,72,PIR,DISARM,TAMPER,60,NO_SOUND,DISARM,NO_CHK,140,N,AWAY_ARM,NO_SOUND,EXIT_DELAY,20014,N
N,73,PIR,DISARM,TAMPER,60,NO_SOUND,DISARM,NO_CHK,140,N,STAY_ARM,NO_SOUND,STAY_ARM,20003,N
N,74,PIR,DISARM,TAMPER,60,NO_SOUND,DISARM,NO_CHK,140,N,DISARM,NO_SOUND,DISARM,20007,N
N,75,PIR,DISARM,TAMPER,60,NO_SOUND,DISARM,NO_CHK,140,Y,AWAY_ARM,NO_SOUND,EXIT_DELAY,20014,N
N,76,PIR,DISARM,TAMPER,60,NO_SOUND,DISARM,NO_CHK,140,Y,STAY_ARM,NO_SOUND,STAY_ARM,20003,N
N,77,PIR,DISARM,TAMPER,60,NO_SOUND,DISARM,NO_CHK,140,Y,DISARM,NO_SOUND,DISARM,20007,N
N,78,PIR,DISARM,TAMPER,60,NO_SOUND,DISARM,NO_CHK,140,NOTHING,NOTHING,NO_SOUND,DISARM,NO_CHK,N
N,80,PIR,DISARM,TAMPER,60,NO_SOUND,DISARM,NO_CHK,250,N,AWAY_ARM,NO_SOUND,EXIT_DELAY,20014,N
N,81,PIR,DISARM,TAMPER,60,NO_SOUND,DISARM,NO_CHK,250,N,STAY_ARM,NO_SOUND,STAY_ARM,20003,N
N,82,PIR,DISARM,TAMPER,60,NO_SOUND,DISARM,NO_CHK,250,N,DISARM,NO_SOUND,DISARM,20007,N
N,83,PIR,DISARM,TAMPER,60,NO_SOUND,DISARM,NO_CHK,250,Y,AWAY_ARM,NO_SOUND,EXIT_DELAY,20014,N
N,84,PIR,DISARM,TAMPER,60,NO_SOUND,DISARM,NO_CHK,250,Y,STAY_ARM,NO_SOUND,STAY_ARM,20003,N
N,85,PIR,DISARM,TAMPER,60,NO_SOUND,DISARM,NO_CHK,250,Y,DISARM,NO_SOUND,DISARM,20007,N
N,86,PIR,DISARM,TAMPER,60,NO_SOUND,DISARM,NO_CHK,250,NOTHING,NOTHING,NO_SOUND,DISARM,NO_CHK,N
N,88,PIR,EXIT_DELAY,OFFLINE,10,NO_SOUND,EXIT_DELAY,NO_CHK,10,N,AWAY_ARM,NO_SOUND,EXIT_DELAY,20006,N
N,89,PIR,EXIT_DELAY,OFFLINE,10,NO_SOUND,EXIT_DELAY,NO_CHK,10,N,STAY_ARM,NO_SOUND,EXIT_DELAY,20008,N
N,90,PIR,EXIT_DELAY,OFFLINE,10,NO_SOUND,EXIT_DELAY,NO_CHK,10,N,DISARM,NO_SOUND,DISARM,20002,N
N,91,PIR,EXIT_DELAY,OFFLINE,10,NO_SOUND,EXIT_DELAY,NO_CHK,10,N,DISARM_PIN_FAIL,NO_SOUND,EXIT_DELAY,NO_CHK,N
N,92,PIR,EXIT_DELAY,OFFLINE,10,NO_SOUND,EXIT_DELAY,NO_CHK,10,Y,AWAY_ARM,NO_SOUND,EXIT_DELAY,20006,N
N,93,PIR,EXIT_DELAY,OFFLINE,10,NO_SOUND,EXIT_DELAY,NO_CHK,10,Y,STAY_ARM,NO_SOUND,EXIT_DELAY,20008,N
N,94,PIR,EXIT_DELAY,OFFLINE,10,NO_SOUND,EXIT_DELAY,NO_CHK,10,Y,DISARM,NO_SOUND,DISARM,20002,N
N,95,PIR,EXIT_DELAY,OFFLINE,10,NO_SOUND,EXIT_DELAY,NO_CHK,10,NOTHING,NOTHING,NO_SOUND,EXIT_DELAY,NO_CHK,N
N,96,PIR,EXIT_DELAY,OFFLINE,40,NO_SOUND,EXIT_DELAY,NO_CHK,40,N,AWAY_ARM,NO_SOUND,EXIT_DELAY,20006,N
N,97,PIR,EXIT_DELAY,OFFLINE,40,NO_SOUND,EXIT_DELAY,NO_CHK,40,N,STAY_ARM,NO_SOUND,EXIT_DELAY,20008,N
N,98,PIR,EXIT_DELAY,OFFLINE,40,NO_SOUND,EXIT_DELAY,NO_CHK,40,N,DISARM,NO_SOUND,DISARM,20002,N
N,99,PIR,EXIT_DELAY,OFFLINE,40,NO_SOUND,EXIT_DELAY,NO_CHK,40,N,DISARM_PIN_FAIL,NO_SOUND,EXIT_DELAY,NO_CHK,N
N,100,PIR,EXIT_DELAY,OFFLINE,40,NO_SOUND,EXIT_DELAY,NO_CHK,40,Y,AWAY_ARM,NO_SOUND,EXIT_DELAY,20006,N
N,101,PIR,EXIT_DELAY,OFFLINE,40,NO_SOUND,EXIT_DELAY,NO_CHK,40,Y,STAY_ARM,NO_SOUND,EXIT_DELAY,20008,N
N,102,PIR,EXIT_DELAY,OFFLINE,40,NO_SOUND,EXIT_DELAY,NO_CHK,40,Y,DISARM,NO_SOUND,DISARM,20002,N
N,103,PIR,EXIT_DELAY,OFFLINE,40,NO_SOUND,EXIT_DELAY,NO_CHK,40,NOTHING,NOTHING,NO_SOUND,EXIT_DELAY,NO_CHK,N
N,104,PIR,EXIT_DELAY,OFFLINE,60,NO_SOUND,EXIT_DELAY,NO_CHK,120,N,AWAY_ARM,NO_SOUND,EXIT_DELAY,20006,N
N,105,PIR,EXIT_DELAY,OFFLINE,60,NO_SOUND,EXIT_DELAY,NO_CHK,120,N,STAY_ARM,NO_SOUND,EXIT_DELAY,20008,N
N,106,PIR,EXIT_DELAY,OFFLINE,60,NO_SOUND,EXIT_DELAY,NO_CHK,120,N,DISARM,NO_SOUND,DISARM,20002,N
N,107,PIR,EXIT_DELAY,OFFLINE,60,NO_SOUND,EXIT_DELAY,NO_CHK,120,N,DISARM_PIN_FAIL,NO_SOUND,EXIT_DELAY,NO_CHK,N
N,108,PIR,EXIT_DELAY,OFFLINE,60,NO_SOUND,EXIT_DELAY,NO_CHK,120,Y,AWAY_ARM,NO_SOUND,EXIT_DELAY,20006,N
N,109,PIR,EXIT_DELAY,OFFLINE,60,NO_SOUND,EXIT_DELAY,NO_CHK,120,Y,STAY_ARM,NO_SOUND,EXIT_DELAY,20008,N
N,110,PIR,EXIT_DELAY,OFFLINE,60,NO_SOUND,EXIT_DELAY,NO_CHK,120,Y,DISARM,NO_SOUND,DISARM,20002,N
N,111,PIR,EXIT_DELAY,OFFLINE,60,NO_SOUND,EXIT_DELAY,NO_CHK,120,NOTHING,NOTHING,NO_SOUND,EXIT_DELAY,NO_CHK,N
N,112,PIR,EXIT_DELAY,LOW_BATTERY,10,NO_SOUND,EXIT_DELAY,NO_CHK,10,N,AWAY_ARM,NO_SOUND,EXIT_DELAY,20006,N
N,113,PIR,EXIT_DELAY,LOW_BATTERY,10,NO_SOUND,EXIT_DELAY,NO_CHK,10,N,STAY_ARM,NO_SOUND,EXIT_DELAY,20008,N
N,114,PIR,EXIT_DELAY,LOW_BATTERY,10,NO_SOUND,EXIT_DELAY,NO_CHK,10,N,DISARM,NO_SOUND,DISARM,20002,N
N,115,PIR,EXIT_DELAY,LOW_BATTERY,10,NO_SOUND,EXIT_DELAY,NO_CHK,10,N,DISARM_PIN_FAIL,NO_SOUND,EXIT_DELAY,NO_CHK,N
N,116,PIR,EXIT_DELAY,LOW_BATTERY,10,NO_SOUND,EXIT_DELAY,NO_CHK,10,Y,AWAY_ARM,NO_SOUND,EXIT_DELAY,20006,N
N,117,PIR,EXIT_DELAY,LOW_BATTERY,10,NO_SOUND,EXIT_DELAY,NO_CHK,10,Y,STAY_ARM,NO_SOUND,EXIT_DELAY,20008,N
N,118,PIR,EXIT_DELAY,LOW_BATTERY,10,NO_SOUND,EXIT_DELAY,NO_CHK,10,Y,DISARM,NO_SOUND,DISARM,20002,N
N,119,PIR,EXIT_DELAY,LOW_BATTERY,10,NO_SOUND,EXIT_DELAY,NO_CHK,10,NOTHING,NOTHING,NO_SOUND,EXIT_DELAY,NO_CHK,N
N,120,PIR,EXIT_DELAY,LOW_BATTERY,40,NO_SOUND,EXIT_DELAY,NO_CHK,40,N,AWAY_ARM,NO_SOUND,EXIT_DELAY,20006,N
N,121,PIR,EXIT_DELAY,LOW_BATTERY,40,NO_SOUND,EXIT_DELAY,NO_CHK,40,N,STAY_ARM,NO_SOUND,EXIT_DELAY,20008,N
N,122,PIR,EXIT_DELAY,LOW_BATTERY,40,NO_SOUND,EXIT_DELAY,NO_CHK,40,N,DISARM,NO_SOUND,DISARM,20002,N
N,123,PIR,EXIT_DELAY,LOW_BATTERY,40,NO_SOUND,EXIT_DELAY,NO_CHK,40,N,DISARM_PIN_FAIL,NO_SOUND,EXIT_DELAY,NO_CHK,N
N,124,PIR,EXIT_DELAY,LOW_BATTERY,40,NO_SOUND,EXIT_DELAY,NO_CHK,40,Y,AWAY_ARM,NO_SOUND,EXIT_DELAY,20006,N
N,125,PIR,EXIT_DELAY,LOW_BATTERY,40,NO_SOUND,EXIT_DELAY,NO_CHK,40,Y,STAY_ARM,NO_SOUND,EXIT_DELAY,20008,N
N,126,PIR,EXIT_DELAY,LOW_BATTERY,40,NO_SOUND,EXIT_DELAY,NO_CHK,40,Y,DISARM,NO_SOUND,DISARM,20002,N
N,127,PIR,EXIT_DELAY,LOW_BATTERY,40,NO_SOUND,EXIT_DELAY,NO_CHK,40,NOTHING,NOTHING,NO_SOUND,EXIT_DELAY,NO_CHK,N
N,128,PIR,EXIT_DELAY,LOW_BATTERY,60,NO_SOUND,EXIT_DELAY,NO_CHK,120,N,AWAY_ARM,NO_SOUND,EXIT_DELAY,20006,N
N,129,PIR,EXIT_DELAY,LOW_BATTERY,60,NO_SOUND,EXIT_DELAY,NO_CHK,120,N,STAY_ARM,NO_SOUND,EXIT_DELAY,20008,N
N,130,PIR,EXIT_DELAY,LOW_BATTERY,60,NO_SOUND,EXIT_DELAY,NO_CHK,120,N,DISARM,NO_SOUND,DISARM,20002,N
N,131,PIR,EXIT_DELAY,LOW_BATTERY,60,NO_SOUND,EXIT_DELAY,NO_CHK,120,N,DISARM_PIN_FAIL,NO_SOUND,EXIT_DELAY,NO_CHK,N
N,132,PIR,EXIT_DELAY,LOW_BATTERY,60,NO_SOUND,EXIT_DELAY,NO_CHK,120,Y,AWAY_ARM,NO_SOUND,EXIT_DELAY,20006,N
N,133,PIR,EXIT_DELAY,LOW_BATTERY,60,NO_SOUND,EXIT_DELAY,NO_CHK,120,Y,STAY_ARM,NO_SOUND,EXIT_DELAY,20008,N
N,134,PIR,EXIT_DELAY,LOW_BATTERY,60,NO_SOUND,EXIT_DELAY,NO_CHK,120,Y,DISARM,NO_SOUND,DISARM,20002,N
N,135,PIR,EXIT_DELAY,LOW_BATTERY,60,NO_SOUND,EXIT_DELAY,NO_CHK,120,NOTHING,NOTHING,NO_SOUND,EXIT_DELAY,NO_CHK,N
,136,PIR,EXIT_DELAY,ON_OFF,10,NO_SOUND,EXIT_DELAY,NO_CHK,10,N,AWAY_ARM,NO_SOUND,EXIT_DELAY,20006,N
,137,PIR,EXIT_DELAY,ON_OFF,10,NO_SOUND,EXIT_DELAY,NO_CHK,10,N,STAY_ARM,NO_SOUND,EXIT_DELAY,20008,N
,138,PIR,EXIT_DELAY,ON_OFF,10,NO_SOUND,EXIT_DELAY,NO_CHK,10,N,DISARM,NO_SOUND,DISARM,20002,N
,139,PIR,EXIT_DELAY,ON_OFF,10,NO_SOUND,EXIT_DELAY,NO_CHK,10,N,DISARM_PIN_FAIL,NO_SOUND,EXIT_DELAY,NO_CHK,N
,140,PIR,EXIT_DELAY,ON_OFF,10,NO_SOUND,EXIT_DELAY,NO_CHK,10,Y,AWAY_ARM,NO_SOUND,EXIT_DELAY,20006,N
,141,PIR,EXIT_DELAY,ON_OFF,10,NO_SOUND,EXIT_DELAY,NO_CHK,10,Y,STAY_ARM,NO_SOUND,EXIT_DELAY,20008,N
,142,PIR,EXIT_DELAY,ON_OFF,10,NO_SOUND,EXIT_DELAY,NO_CHK,10,Y,DISARM,NO_SOUND,DISARM,20002,N
,143,PIR,EXIT_DELAY,ON_OFF,10,NO_SOUND,EXIT_DELAY,NO_CHK,10,NOTHING,NOTHING,NO_SOUND,EXIT_DELAY,NO_CHK,N
,144,PIR,EXIT_DELAY,ON_OFF,40,NO_SOUND,EXIT_DELAY,NO_CHK,40,N,AWAY_ARM,NO_SOUND,EXIT_DELAY,20006,N
,145,PIR,EXIT_DELAY,ON_OFF,40,NO_SOUND,EXIT_DELAY,NO_CHK,40,N,STAY_ARM,NO_SOUND,EXIT_DELAY,20008,N
,146,PIR,EXIT_DELAY,ON_OFF,40,NO_SOUND,EXIT_DELAY,NO_CHK,40,N,DISARM,NO_SOUND,DISARM,20002,N
,147,PIR,EXIT_DELAY,ON_OFF,40,NO_SOUND,EXIT_DELAY,NO_CHK,40,N,DISARM_PIN_FAIL,NO_SOUND,EXIT_DELAY,NO_CHK,N
,148,PIR,EXIT_DELAY,ON_OFF,40,NO_SOUND,EXIT_DELAY,NO_CHK,40,Y,AWAY_ARM,NO_SOUND,EXIT_DELAY,20006,N
,149,PIR,EXIT_DELAY,ON_OFF,40,NO_SOUND,EXIT_DELAY,NO_CHK,40,Y,STAY_ARM,NO_SOUND,EXIT_DELAY,20008,N
,150,PIR,EXIT_DELAY,ON_OFF,40,NO_SOUND,EXIT_DELAY,NO_CHK,40,Y,DISARM,NO_SOUND,DISARM,20002,N
,151,PIR,EXIT_DELAY,ON_OFF,40,NO_SOUND,EXIT_DELAY,NO_CHK,40,NOTHING,NOTHING,NO_SOUND,EXIT_DELAY,NO_CHK,N
,152,PIR,EXIT_DELAY,ON_OFF,60,NO_SOUND,EXIT_DELAY,NO_CHK,120,N,AWAY_ARM,NO_SOUND,AWAY_ARM,20006,N
,153,PIR,EXIT_DELAY,ON_OFF,60,NO_SOUND,EXIT_DELAY,NO_CHK,120,N,STAY_ARM,NO_SOUND,AWAY_ARM,20008,N
,154,PIR,EXIT_DELAY,ON_OFF,60,NO_SOUND,EXIT_DELAY,NO_CHK,120,N,DISARM,NO_SOUND,DISARM,20002,N
,155,PIR,EXIT_DELAY,ON_OFF,60,NO_SOUND,EXIT_DELAY,NO_CHK,120,N,DISARM_PIN_FAIL,NO_SOUND,AWAY_ARM,NO_CHK,N
,156,PIR,EXIT_DELAY,ON_OFF,60,NO_SOUND,EXIT_DELAY,NO_CHK,120,Y,AWAY_ARM,NO_SOUND,AWAY_ARM,20006,N
,157,PIR,EXIT_DELAY,ON_OFF,60,NO_SOUND,EXIT_DELAY,NO_CHK,120,Y,STAY_ARM,NO_SOUND,AWAY_ARM,20008,N
,158,PIR,EXIT_DELAY,ON_OFF,60,NO_SOUND,EXIT_DELAY,NO_CHK,120,Y,DISARM,NO_SOUND,DISARM,20002,N
,159,PIR,EXIT_DELAY,ON_OFF,60,NO_SOUND,EXIT_DELAY,NO_CHK,120,NOTHING,NOTHING,NO_SOUND,AWAY_ARM,NO_CHK,N
N,160,PIR,EXIT_DELAY,TAMPER,10,NO_SOUND,EXIT_DELAY,NO_CHK,10,N,AWAY_ARM,NO_SOUND,EXIT_DELAY,20006,N
N,161,PIR,EXIT_DELAY,TAMPER,10,NO_SOUND,EXIT_DELAY,NO_CHK,10,N,STAY_ARM,NO_SOUND,EXIT_DELAY,20008,N
N,162,PIR,EXIT_DELAY,TAMPER,10,NO_SOUND,EXIT_DELAY,NO_CHK,10,N,DISARM,NO_SOUND,DISARM,20002,N
N,163,PIR,EXIT_DELAY,TAMPER,10,NO_SOUND,EXIT_DELAY,NO_CHK,10,N,DISARM_PIN_FAIL,NO_SOUND,EXIT_DELAY,NO_CHK,N
N,164,PIR,EXIT_DELAY,TAMPER,10,NO_SOUND,EXIT_DELAY,NO_CHK,10,Y,AWAY_ARM,NO_SOUND,EXIT_DELAY,20006,N
N,165,PIR,EXIT_DELAY,TAMPER,10,NO_SOUND,EXIT_DELAY,NO_CHK,10,Y,STAY_ARM,NO_SOUND,EXIT_DELAY,20008,N
N,166,PIR,EXIT_DELAY,TAMPER,10,NO_SOUND,EXIT_DELAY,NO_CHK,10,Y,DISARM,NO_SOUND,DISARM,20002,N
N,167,PIR,EXIT_DELAY,TAMPER,10,NO_SOUND,EXIT_DELAY,NO_CHK,10,NOTHING,NOTHING,NO_SOUND,EXIT_DELAY,NO_CHK,N
N,168,PIR,EXIT_DELAY,TAMPER,40,NO_SOUND,EXIT_DELAY,NO_CHK,40,N,AWAY_ARM,NO_SOUND,AWAY_ARM,20006,N
N,169,PIR,EXIT_DELAY,TAMPER,40,NO_SOUND,EXIT_DELAY,NO_CHK,40,N,STAY_ARM,NO_SOUND,AWAY_ARM,20008,N
N,170,PIR,EXIT_DELAY,TAMPER,40,NO_SOUND,EXIT_DELAY,NO_CHK,40,N,DISARM,NO_SOUND,DISARM,20002,N
